index,user_id,SmsPerUser,PushPerUser,EmailsPerUser,NotsPerUser,cancelled_transactions,pending_transactions,failed_transactions,reverted_transactions,declined_transactions,completed_transactions,outbound_transactions,inbound_transactions,Age,country,city,created_date,user_settings_crypto_unlocked,plan,num_contacts,num_referrals,num_successful_referrals,months_subscribed,inbound_outbound_ratio,AvgNotsPerMonth,AvgEmailsPerMonth,AvgPushPerMonth,AvgSmsPerMonth
3526,2403,0.0,2.0,1.0,3.0,0.0,0.03,0.0,0.07,0.02,1.01,206.0,20.0,27,1,1,2018-08-28 18:21:03.319113,1,0,6,0,0,22,0.08849557522123894,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.0
3527,2404,0.0,2.0,1.0,3.0,0.0,1.0,1.0,10.5,10.5,141.5,301.0,28.0,27,1,1,2018-03-11 11:21:34.289702,1,0,53,0,0,27,0.0851063829787234,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0
3528,2405,0.0,3.0,4.0,7.0,0.0,0.0,0.5,0.5,0.0,21.0,30.0,14.0,22,2,0,2018-06-25 00:50:09.817754,0,0,0,0,0,24,0.3181818181818182,0.2916666666666667,0.16666666666666666,0.125,0.0
3529,2407,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.02843601895734597,0.0,0.12322274881516587,25.0,7.0,50,2,0,2018-07-22 06:36:11.171877,0,0,0,0,0,23,0.21875,0.34782608695652173,0.08695652173913043,0.2608695652173913,0.0
3530,2408,0.0,4.0,2.0,6.0,0.0,0.12,0.0,0.12,0.2,10.88,231.0,52.0,34,4,0,2018-03-20 20:37:35.771855,0,0,4,0,0,27,0.18374558303886926,0.2222222222222222,0.07407407407407407,0.14814814814814814,0.0
3531,2409,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.005291005291005291,0.0026455026455026454,0.21428571428571427,64.0,20.0,29,2,0,2018-11-26 06:03:47.526773,0,0,16,0,0,19,0.23809523809523808,0.3684210526315789,0.21052631578947367,0.15789473684210525,0.0
3532,2410,0.0,2.0,0.0,2.0,0.0,0.0425531914893617,0.02127659574468085,0.2127659574468085,0.3191489361702128,1.425531914893617,81.0,14.0,19,1,0,2018-02-15 04:35:15.182214,0,0,2,0,0,28,0.14736842105263157,0.07142857142857142,0.0,0.07142857142857142,0.0
3533,2411,0.0,3.0,2.0,5.0,0.0,0.02127659574468085,0.09574468085106383,0.23404255319148937,0.0851063829787234,2.276595744680851,198.0,57.0,54,2,0,2018-02-09 01:34:08.142913,0,0,32,0,0,28,0.2235294117647059,0.17857142857142858,0.07142857142857142,0.10714285714285714,0.0
3534,2412,0.0,1.0,3.0,4.0,0.0,0.038461538461538464,0.057692307692307696,0.057692307692307696,0.057692307692307696,1.6730769230769231,74.0,24.0,27,1,0,2018-04-19 06:17:45.563889,0,0,3,0,0,26,0.24489795918367346,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.0
3535,2414,0.0,2.0,1.0,3.0,0.0,0.017241379310344827,0.0,0.05172413793103448,0.034482758620689655,0.25862068965517243,12.0,9.0,27,2,0,2018-03-12 13:19:25.068484,0,0,0,0,0,27,0.42857142857142855,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0
3536,2415,0.0,2.0,2.0,4.0,0.0,0.0,0.004149377593360996,0.05394190871369295,0.029045643153526972,0.35684647302904565,83.0,24.0,30,2,1,2018-03-01 17:08:31.579996,1,0,17,0,0,27,0.22429906542056074,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.0
3537,2416,0.0,4.0,2.0,6.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,2.0,32.333333333333336,162.0,54.0,22,2,0,2018-04-16 09:58:20.974618,0,0,14,0,0,26,0.25,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0
3538,2420,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.007874015748031496,0.0,0.007874015748031496,0.0,2.0,60,2,0,2018-01-23 00:43:46.262154,0,0,0,0,0,29,0.0,0.3448275862068966,0.1724137931034483,0.1724137931034483,0.0
3539,2421,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,1.3846153846153846,19.0,5.0,26,3,0,2018-08-25 13:51:31.696621,0,0,42,0,0,22,0.20833333333333334,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.0
3540,2423,0.0,3.0,4.0,7.0,0.0,0.0,0.0029717682020802376,0.0029717682020802376,0.005943536404160475,0.2288261515601783,119.0,43.0,33,1,0,2018-02-03 11:40:14.745940,1,0,42,0,0,28,0.2654320987654321,0.25,0.14285714285714285,0.10714285714285714,0.0
3541,2425,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.00980392156862745,0.08823529411764706,0.3333333333333333,33.0,11.0,51,1,0,2018-12-28 16:19:31.926080,0,0,0,0,0,18,0.25,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.0
3542,2426,0.0,4.0,3.0,7.0,0.0,0.0,0.07692307692307693,0.46153846153846156,2.3846153846153846,14.846153846153847,206.0,25.0,23,2,0,2018-05-18 02:49:45.058761,0,0,17,0,0,25,0.10822510822510822,0.28,0.12,0.16,0.0
3543,2429,0.0,6.0,6.0,12.0,0.0,0.0,1.0,0.5,0.0,4.0,5.0,6.0,34,2,1,2018-09-07 09:11:51.459537,0,0,25,0,0,21,0.5454545454545454,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0
3544,2430,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.029411764705882353,2.0,2.0,48,2,0,2018-06-17 12:57:00.928538,0,0,0,0,0,24,0.5,0.3333333333333333,0.08333333333333333,0.25,0.0
3545,2432,0.0,2.0,1.0,3.0,0.0,0.14285714285714285,0.02857142857142857,0.17142857142857143,0.5714285714285714,8.2,301.0,18.0,21,2,0,2018-10-03 20:46:12.654166,0,0,12,0,0,20,0.05642633228840126,0.15,0.05,0.1,0.0
3546,2433,0.0,2.0,6.0,8.0,0.0,0.0,0.017241379310344827,0.008620689655172414,0.0,0.017241379310344827,0.0,5.0,25,1,0,2018-12-11 18:24:39.719471,0,0,0,0,0,18,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0
3547,2434,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.015444015444015444,2.0,3.0,41,1,0,2018-07-05 05:33:13.397490,1,0,0,0,0,23,0.6,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.0
3548,2439,0.0,2.0,5.0,7.0,0.0,0.012195121951219513,0.0,0.012195121951219513,0.012195121951219513,0.7804878048780488,40.0,27.0,53,2,1,2018-12-23 10:28:29.252093,0,0,62,0,0,18,0.40298507462686567,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.0
3549,2440,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.6666666666666667,2.6666666666666665,27.0,77.0,17.0,26,1,0,2018-06-24 14:38:33.890188,0,0,32,0,0,24,0.18085106382978725,0.125,0.041666666666666664,0.08333333333333333,0.0
3550,2441,0.0,2.0,1.0,3.0,0.0,0.010101010101010102,0.20202020202020202,0.04040404040404041,0.08080808080808081,1.0505050505050506,79.0,58.0,40,1,0,2018-06-01 13:49:19.596887,0,0,0,0,0,24,0.4233576642335766,0.125,0.041666666666666664,0.08333333333333333,0.0
3551,2442,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.022222222222222223,0.1111111111111111,1.511111111111111,62.0,12.0,26,3,0,2018-11-18 05:02:06.615119,0,0,80,0,0,19,0.16216216216216217,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0
3552,2443,0.0,3.0,1.0,4.0,0.0,1.0,0.0,3.5,1.0,39.0,70.0,19.0,22,1,0,2018-02-12 21:02:28.236349,0,0,8,0,0,28,0.21348314606741572,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.0
3553,2445,0.0,2.0,8.0,10.0,0.0,0.0975609756097561,0.04878048780487805,0.3902439024390244,0.6341463414634146,8.926829268292684,389.0,25.0,36,2,1,2018-12-21 07:36:10.959944,1,1,0,0,0,18,0.06038647342995169,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0
3554,2447,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.019230769230769232,0.0,1.1153846153846154,38.0,21.0,26,1,0,2018-10-30 06:45:15.523551,0,0,78,0,0,20,0.3559322033898305,0.4,0.25,0.15,0.0
3555,2450,0.0,4.0,2.0,6.0,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,2.1666666666666665,24.0,14.0,31,4,1,2018-07-03 04:03:39.976363,1,0,0,0,0,23,0.3684210526315789,0.2608695652173913,0.08695652173913043,0.17391304347826086,0.0
3556,2451,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,1.469387755102041,42.0,32.0,25,2,1,2018-09-26 01:56:05.840037,0,0,18,0,0,21,0.43243243243243246,0.23809523809523808,0.047619047619047616,0.19047619047619047,0.0
3557,2453,0.0,4.0,3.0,7.0,0.0,0.0,0.001352265043948614,0.0033806626098715348,0.004056795131845842,0.06423258958755916,73.0,35.0,41,1,1,2018-04-29 03:17:14.369875,0,0,22,0,0,26,0.32407407407407407,0.2692307692307692,0.11538461538461539,0.15384615384615385,0.0
3558,2455,0.0,2.0,5.0,7.0,0.0,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,1.1764705882352942,17.0,7.0,48,2,0,2018-12-16 16:22:41.422049,0,0,0,0,0,18,0.2916666666666667,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.0
3559,2456,0.0,3.0,1.0,4.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.1666666666666667,8.333333333333334,49.0,20.0,30,1,0,2018-07-26 08:41:26.319723,1,0,0,0,0,23,0.2898550724637681,0.17391304347826086,0.043478260869565216,0.13043478260869565,0.0
3560,2457,0.0,3.0,5.0,8.0,0.0,0.0,0.00655307994757536,0.003931847968545216,0.028833551769331587,0.10353866317169069,90.0,19.0,64,2,0,2018-07-13 14:12:44.948438,1,1,20,0,0,23,0.1743119266055046,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.0
3561,2460,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.014084507042253521,3.0,1.0,33,2,0,2018-12-12 12:35:14.451866,0,0,1,0,0,18,0.25,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.0
3562,2462,0.0,8.0,2.0,10.0,0.0,0.021897810218978103,0.0,0.043795620437956206,0.08759124087591241,1.0875912408759123,156.0,14.0,30,4,1,2018-05-26 15:13:07.974760,0,0,19,0,0,25,0.08235294117647059,0.4,0.08,0.32,0.0
3563,2463,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,2.0,32,1,0,2018-04-29 10:06:53.700175,0,0,0,0,0,26,0.0,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.0
3564,2465,0.0,4.0,9.0,13.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.05714285714285714,1.0,3.0,35,2,1,2018-01-01 08:42:24.799709,1,0,0,0,0,29,0.75,0.4482758620689655,0.3103448275862069,0.13793103448275862,0.0
3565,2466,0.0,1.0,1.0,2.0,0.0,0.009009009009009009,0.0,0.07207207207207207,0.05405405405405406,0.5135135135135135,60.0,12.0,32,2,0,2018-05-15 07:00:17.843482,1,0,50,0,0,25,0.16666666666666666,0.08,0.04,0.04,0.0
3566,2468,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,0.1864406779661017,11.0,2.0,40,1,0,2018-08-21 01:18:20.735120,0,0,29,0,0,22,0.15384615384615385,0.2727272727272727,0.22727272727272727,0.045454545454545456,0.0
3567,2469,0.0,1.0,3.0,4.0,0.0,0.0,0.2,0.2,0.25,2.9,49.0,22.0,20,1,1,2018-07-04 19:08:16.601857,0,0,18,0,0,23,0.30985915492957744,0.17391304347826086,0.13043478260869565,0.043478260869565216,0.0
3568,2470,0.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,30,2,0,2018-03-12 00:39:25.567027,0,0,8,0,0,27,0.5,0.37037037037037035,0.2222222222222222,0.14814814814814814,0.0
3569,2471,0.0,8.0,2.0,10.0,0.0,0.25806451612903225,0.03225806451612903,1.0,0.3870967741935484,10.161290322580646,305.0,62.0,35,2,1,2018-04-25 16:16:37.287641,0,0,11,0,0,26,0.16893732970027248,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.0
3570,2472,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.00141643059490085,0.0,0.00141643059490085,0.0,2.0,40,4,1,2018-03-22 02:29:16.255471,0,0,0,0,0,27,0.0,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0
3571,2473,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0005344735435595938,0.0,0.01122394441475147,16.0,6.0,35,2,1,2018-12-03 14:09:34.164270,0,0,0,0,0,18,0.2727272727272727,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0
3572,2474,0.0,5.0,2.0,7.0,0.0035211267605633804,0.0,0.0,0.0035211267605633804,0.0035211267605633804,0.08098591549295775,18.0,8.0,62,2,0,2018-08-25 14:23:09.173217,0,1,23,0,0,22,0.3076923076923077,0.3181818181818182,0.09090909090909091,0.22727272727272727,0.0
3573,2475,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.9090909090909091,8.0,4.0,47,1,0,2018-11-24 03:50:12.581003,0,0,0,0,0,19,0.3333333333333333,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.0
3574,2476,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,4,0,2018-12-13 20:01:59.741058,0,0,0,0,0,18,0.0,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.0
3575,2478,0.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.0,20,1,0,2018-12-10 11:33:29.265333,0,0,0,0,0,18,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0
3576,2479,0.0,2.0,2.0,4.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,2.1578947368421053,28.0,17.0,21,1,0,2018-11-03 21:53:00.656874,0,0,7,0,0,19,0.37777777777777777,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0
3577,2481,0.0,3.0,5.0,8.0,0.0,0.013136288998357963,0.011494252873563218,0.0361247947454844,0.041050903119868636,0.7536945812807881,412.0,109.0,26,1,0,2018-05-17 12:23:55.839212,0,0,83,0,0,25,0.2092130518234165,0.32,0.2,0.12,0.0
3578,2482,0.0,3.0,2.0,5.0,0.0,0.38095238095238093,1.2857142857142858,1.2857142857142858,3.4285714285714284,16.095238095238095,378.0,94.0,27,1,1,2018-06-08 21:26:41.849342,0,0,52,0,0,24,0.19915254237288135,0.20833333333333334,0.08333333333333333,0.125,0.0
3579,2483,0.0,2.0,6.0,8.0,0.002066115702479339,0.0,0.0,0.004132231404958678,0.0,0.012396694214876033,5.0,4.0,38,2,0,2018-12-23 11:40:07.869072,0,0,15,0,0,18,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0
3580,2484,0.0,3.0,1.0,4.0,0.0,0.0,0.041666666666666664,0.09722222222222222,0.4166666666666667,2.0555555555555554,164.0,24.0,35,3,1,2018-03-12 09:20:45.459639,0,0,56,0,0,27,0.1276595744680851,0.14814814814814814,0.037037037037037035,0.1111111111111111,0.0
3581,2487,0.0,1.0,2.0,3.0,0.0,0.0,0.35714285714285715,0.8571428571428571,0.7142857142857143,29.785714285714285,321.0,123.0,26,2,0,2018-07-17 15:10:02.074039,0,0,5,0,0,23,0.27702702702702703,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.0
3582,2488,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,2.5,9.0,13.0,10.0,34,1,0,2018-09-04 14:03:39.898741,0,0,33,0,0,21,0.43478260869565216,0.3333333333333333,0.19047619047619047,0.14285714285714285,0.0
3583,2489,0.0,5.0,6.0,11.0,0.0,0.0196078431372549,0.0,0.1568627450980392,0.27450980392156865,8.980392156862745,405.0,76.0,20,3,1,2018-08-08 19:56:36.132812,0,1,13,0,0,22,0.158004158004158,0.5,0.2727272727272727,0.22727272727272727,0.0
3584,2490,0.0,8.0,3.0,11.0,0.0,0.0005341880341880342,0.0005341880341880342,0.003205128205128205,0.002670940170940171,0.07852564102564102,126.0,34.0,33,3,0,2018-04-24 00:46:03.492170,0,0,1,0,0,26,0.2125,0.4230769230769231,0.11538461538461539,0.3076923076923077,0.0
3585,2491,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.046511627906976744,0.06976744186046512,0.6511627906976745,22.0,11.0,33,1,1,2018-11-21 20:54:49.954687,0,0,36,0,0,19,0.3333333333333333,0.42105263157894735,0.3684210526315789,0.05263157894736842,0.0
3586,2492,0.0,5.0,1.0,6.0,0.0,0.0,0.019417475728155338,0.02912621359223301,0.0,1.5533980582524272,152.0,13.0,29,2,1,2018-06-03 14:01:27.669928,1,0,8,0,0,24,0.07878787878787878,0.25,0.041666666666666664,0.20833333333333334,0.0
3587,2493,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.07142857142857142,0.0,1.1428571428571428,13.0,4.0,20,2,0,2018-10-06 07:11:19.084975,1,0,16,0,0,20,0.23529411764705882,0.25,0.05,0.2,0.0
3588,2495,0.0,7.0,2.0,9.0,0.0,0.010526315789473684,0.0,0.005263157894736842,0.005263157894736842,0.17894736842105263,29.0,9.0,30,1,0,2018-05-17 09:41:20.197336,0,0,0,0,0,25,0.23684210526315788,0.36,0.08,0.28,0.0
3589,2498,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.25,33.0,126.0,15.0,31,2,1,2018-05-24 14:31:38.605158,0,0,19,0,0,25,0.10638297872340426,0.2,0.12,0.08,0.0
3590,2501,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,6.428571428571429,42.0,8.0,44,2,0,2018-11-06 03:38:55.439418,0,0,29,0,0,19,0.16,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.0
3591,2502,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.13055555555555556,41.0,11.0,48,2,0,2018-05-22 13:46:57.701500,0,0,0,0,0,25,0.21153846153846154,0.2,0.04,0.16,0.0
3592,2503,0.0,6.0,7.0,13.0,0.0,0.0,0.032679738562091505,0.0718954248366013,0.013071895424836602,1.3790849673202614,188.0,41.0,28,1,1,2018-07-08 03:46:35.276466,0,0,19,0,0,23,0.17903930131004367,0.5652173913043478,0.30434782608695654,0.2608695652173913,0.0
3593,2504,0.0,7.0,2.0,9.0,0.0,0.022727272727272728,0.7954545454545454,0.22727272727272727,0.5,4.659090909090909,180.0,93.0,35,1,0,2018-09-06 06:47:17.660872,0,0,149,0,0,21,0.34065934065934067,0.42857142857142855,0.09523809523809523,0.3333333333333333,0.0
3594,2505,0.0,3.0,3.0,6.0,0.0,0.04871794871794872,0.002564102564102564,0.08205128205128205,0.08205128205128205,1.5256410256410255,623.0,56.0,44,3,0,2018-03-21 05:20:24.966656,0,0,0,0,0,27,0.08247422680412371,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
3595,2506,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.5,1.25,8.5,34.0,7.0,49,1,1,2018-12-24 15:51:38.956823,0,0,0,0,0,18,0.17073170731707318,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.0
3596,2507,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.18181818181818182,0.045454545454545456,0.18181818181818182,6.0,3.0,32,2,0,2018-09-29 12:15:52.168937,0,0,0,0,0,21,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.19047619047619047,0.0
3597,2508,0.0,2.0,8.0,10.0,0.0,0.08823529411764706,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.7352941176470589,24.0,10.0,49,3,0,2018-12-26 15:48:33.288204,0,0,15,0,0,18,0.29411764705882354,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0
3598,2509,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0625,0.0,2.6875,34.0,10.0,46,2,0,2018-11-06 14:24:25.405687,0,0,0,0,0,19,0.22727272727272727,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0
3599,2510,0.0,3.0,3.0,6.0,0.0,0.013245033112582781,0.0,0.006622516556291391,0.006622516556291391,0.5198675496688742,157.0,8.0,37,1,1,2018-12-08 07:02:36.592047,0,0,85,0,0,18,0.048484848484848485,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0
3600,2513,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.5,0.25,3.375,28.0,5.0,45,2,0,2018-04-21 19:13:15.993322,0,0,19,0,0,26,0.15151515151515152,0.3076923076923077,0.038461538461538464,0.2692307692307692,0.0
3601,2515,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,17.0,3.0,29,4,0,2018-12-18 14:50:07.766765,0,0,5,0,0,18,0.15,0.4444444444444444,0.2777777777777778,0.16666666666666666,0.0
3602,2516,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.008695652173913044,0.0,2.0,54,1,0,2018-12-07 04:51:22.720077,0,0,46,0,0,18,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0
3603,2517,0.0,4.0,9.0,13.0,0.0,0.0,0.0,0.17857142857142858,0.2857142857142857,2.357142857142857,72.0,7.0,25,2,1,2018-10-11 21:09:55.659282,0,1,22,0,0,20,0.08860759493670886,0.65,0.45,0.2,0.0
3604,2518,0.0,8.0,2.0,10.0,0.0,0.0,0.05084745762711865,0.11864406779661017,0.5932203389830508,0.4915254237288136,63.0,11.0,27,2,0,2018-06-26 14:54:51.550624,0,0,0,0,0,24,0.14864864864864866,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.0
3605,2519,0.0,9.0,9.0,18.0,0.0,0.0,0.13636363636363635,0.13636363636363635,0.3181818181818182,1.9545454545454546,42.0,14.0,42,2,0,2018-01-15 04:13:47.423331,0,0,3,0,0,29,0.25,0.6206896551724138,0.3103448275862069,0.3103448275862069,0.0
3606,2520,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0030211480362537764,0.03323262839879154,0.5468277945619335,144.0,49.0,29,3,1,2018-11-26 10:30:05.696149,0,0,80,0,0,19,0.2538860103626943,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0
3607,2521,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.025,0.0,0.05,1.0,2.0,32,1,1,2018-06-06 10:14:35.971292,0,0,12,0,0,24,0.6666666666666666,0.4166666666666667,0.375,0.041666666666666664,0.0
3608,2522,0.0,1.0,0.0,1.0,0.0,0.0,1.5,2.75,1.0,1.25,9.0,17.0,30,1,0,2018-09-30 04:26:25.250603,0,0,5,0,0,21,0.6538461538461539,0.047619047619047616,0.0,0.047619047619047616,0.0
3609,2523,0.0,2.0,0.0,2.0,0.0,0.0,0.17777777777777778,0.37777777777777777,0.0,0.022222222222222223,0.0,26.0,50,3,0,2018-04-02 13:34:37.473129,0,0,0,0,0,26,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0
3610,2525,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.025052192066805846,0.020876826722338204,0.08559498956158663,49.0,14.0,40,1,1,2018-03-08 08:58:22.246001,0,0,38,0,0,27,0.2222222222222222,0.18518518518518517,0.1111111111111111,0.07407407407407407,0.0
3611,2526,0.0,3.0,8.0,11.0,0.0,0.016129032258064516,0.0,0.016129032258064516,0.016129032258064516,0.11290322580645161,7.0,3.0,32,2,1,2018-12-25 13:33:46.819001,0,0,0,0,0,18,0.3,0.6111111111111112,0.4444444444444444,0.16666666666666666,0.0
3612,2527,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.039473684210526314,0.13157894736842105,0.2631578947368421,27.0,6.0,32,2,1,2018-11-18 16:53:33.745160,0,0,121,0,0,19,0.18181818181818182,0.05263157894736842,0.0,0.05263157894736842,0.0
3613,2528,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0033444816053511705,0.0,0.016722408026755852,4.0,2.0,27,2,0,2018-07-27 21:59:41.618557,0,0,0,0,0,23,0.3333333333333333,0.043478260869565216,0.0,0.043478260869565216,0.0
3614,2530,0.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.043478260869565216,1.3478260869565217,27.0,5.0,35,3,0,2018-12-12 13:53:38.260773,1,0,0,0,0,18,0.15625,0.5,0.3888888888888889,0.1111111111111111,0.0
3615,2533,0.0,10.0,2.0,12.0,0.0,0.0,0.5,0.4,0.0,4.0,35.0,14.0,60,2,0,2018-03-13 12:00:49.692111,0,0,0,0,0,27,0.2857142857142857,0.4444444444444444,0.07407407407407407,0.37037037037037035,0.0
3616,2534,0.0,2.0,2.0,4.0,0.0,0.00909090909090909,0.06363636363636363,0.08181818181818182,0.03636363636363636,0.8454545454545455,88.0,26.0,28,1,0,2018-02-19 22:08:40.557736,0,0,0,0,0,28,0.22807017543859648,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0
3617,2535,0.0,5.0,5.0,10.0,0.0,0.0,0.75,2.5,4.25,91.25,350.0,45.0,29,4,0,2018-01-15 11:18:45.498102,0,0,4,0,0,29,0.11392405063291139,0.3448275862068966,0.1724137931034483,0.1724137931034483,0.0
3618,2536,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.02564102564102564,0.0,1.7179487179487178,67.0,1.0,26,2,0,2018-11-13 15:03:25.373003,0,0,0,0,0,19,0.014705882352941176,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0
3619,2537,0.0,5.0,4.0,9.0,0.0,0.0,0.002631578947368421,0.025,0.017105263157894738,0.46578947368421053,296.0,92.0,41,2,0,2018-02-09 14:28:19.502302,1,1,9,0,0,28,0.23711340206185566,0.32142857142857145,0.14285714285714285,0.17857142857142858,0.0
3620,2538,0.0,17.0,1.0,18.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.15384615384615385,2.0,5.0,69,2,1,2018-08-31 13:08:12.164987,0,0,0,0,0,22,0.7142857142857143,0.8181818181818182,0.045454545454545456,0.7727272727272727,0.0
3621,2541,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.009900990099009901,0.0049504950495049506,0.019801980198019802,3.0,4.0,46,2,0,2018-01-29 10:43:52.083079,1,0,0,0,0,29,0.5714285714285714,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0
3622,2543,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.1,0.125,1.775,60.0,20.0,43,2,0,2018-08-26 23:54:03.688802,0,0,4,0,0,22,0.25,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0
3623,2544,0.0,2.0,1.0,3.0,0.0,0.010723860589812333,0.0,0.005361930294906166,0.07506702412868632,0.3806970509383378,152.0,24.0,56,3,0,2018-11-26 23:38:14.982271,0,0,18,0,0,19,0.13636363636363635,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.0
3624,2545,0.0,6.0,4.0,10.0,0.02702702702702703,0.0,0.08108108108108109,0.05405405405405406,0.1891891891891892,6.148648648648648,398.0,83.0,43,2,0,2018-03-23 08:56:26.699622,1,0,1,0,0,27,0.17255717255717257,0.37037037037037035,0.14814814814814814,0.2222222222222222,0.0
